price,rooms,area_m2,floor,district,build_type,renovation,bathroom,heating,condition,techpassport
220500,1,49,2,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
222000,1,55,9,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
222000,2,42,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,Построено,Нет
222000,2,50,6,Другое,Новостройка,Без ремонта (коробка),Раздельный,Есть,На стадии строительства,Есть
222000,1,50,7,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
222600,1,53,8,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Есть
223000,1,54,9,Сино,Новостройка,Без ремонта (коробка),Совмещенный,Нет,На стадии строительства,Нет
223000,2,47,8,Другое,Новостройка,Без ремонта (коробка),Совмещенный,Нет,Построено,Нет
223000,2,48,4,Другое,Новостройка,Без ремонта (коробка),Раздельный,Нет,На стадии строительства,Нет
223000,1,42,5,Другое,Новостройка,С ремонтом,Совмещенный,Нет,Построено,Нет
224000,2,51,9,Сино,Новостройка,Без ремонта (коробка),Раздельный,Есть,Построено,Есть
